clean text,polarity,subjectivity,location,,sentiment,,notes
Nora Volkow Director NIDA March NEJM article pg4 majority opiod naive patients turned addict ha…,0.05,0.55,,,,,
Nora Volkow Director NIDA March NEJM majority opiod naive patients turned add…,0,0.4,Ca ✈️ VA 🚘 NC,,,,
Nora Volkow Director NIDA March NEJM majority opiod naive patients turned addict have…,0,0.4,"New York, America ",,,,
Nora Volkow Director NIDA NEJM March majority opiod naive patients turned addict p…,0.266666667,0.35,NE USA,,,,
Nora Volkow Director NIDA NEJM March majority opiod naive patients turned addict predisposi…,0.154761905,0.514285714,People's Republic of Baltimore,,,,
Nora Volkow hardly proponent injudicious narcotic prescribing March NEJM article majority of…,0,0,,,,,
normalize opiod addiction shows much crisis rough times,0,0,"Port St Lucie, FL",,,,
Not buying anything white media black boys commiting suicide shit since…,-0.05,0.391666667,,,,,
Not drug companies lobbyists congress members/senators 've profitted t…,0,0,Pflugerville Texas USA,,,,
Not moments missing Bernie getting asked gun opiod epidemic genera…,0.7,0.6,"East Harlem, Manhattan",,,,
Not Nancy Pelosi drunken old party girl ... smokes pot addicted opio…,0.285714286,0.535714286,,,,,
Not pain OPIOD sensitive,-0.145833333,0.479166667,,,,,
NOT PRESCRIPTION ...,0.5,0.566666667,,,,,
Not sure Brantford would considered success.. opiod crisis downtown core am…,0,0.375,,,,,
Not sure I get behind legalization small amounts opiods It 's weed But yes saf…,0,0,"Ohio, USA",,,,
Not thinking however I wonder teams players opiod problem league It kinda makes…,0.375,0.75,Savannistan,,,,
Not true Most families dealing w opiod addiction regular working class people Not heroin addicts,0.2,0.9,,,,,
NOT TRUE OPIODS The national map matches trump supporters Check facts a…,0.3,0.1,"Fort Worth, Texas",,,,
"Notice ALL politicians/media soooo damn worried Kurds ,000 Americans died opiod…",0,0,,,,,
Now alcohol consumption opiod abuse tax receipts,0,0,Spain,,,,
NOW gives Bernie time address `` health concerns '' At least got address big pharma responsibil…,-0.09375,0.25,,,,,
Now know started opiod epidemic sesame street,0.25,0.333333333,"Pennsylvania, USA",,,,
NOW THE CLOWNS ARE SAYING WE SHOULD LEGALIZE ALL OPIODS IN AMERICA WOW CAN YOU IMAGINE WHAT IT WOULD…,-0.05,0.391666667,"saranac,MI",,,,
NOW THE CLOWNS ARE SAYING WE SHOULD LEGALIZE ALL OPIODS IN AMERICA WOW CAN YOU IMAGINE WHAT IT…,0,0,On The Road,,,,
NPR piece days ago MDs misinterpreted said opiods point whe…,0,0,"Swain, NY 14884",,,,
OARA score Both hips AVN Right THR/Outpatient program/Sparing tissue opiod medication,0,0,"London, England",,,,
Obviously realized 's hypocritic She deleted rant about…,-0.05,0.391666667,"Michigan, USA",,,,
Occasional reminder opiods legitimate uses people chronic pain curtailed lightly,0,0,"California, USA",,,,
Of United States Serving ppl sent Washington D.C. You would think Since Rand Doctor f…,-0.5,0.5,"Philadelphia, PA",,,,
offered best plan yet dealing opiods- prison corporate drug pushers,0,0,"Hawaii, USA",,,,
Oh Announced National Prayer Breakfast So Family implicated staggering rise opiods Wtf …,0,0,"Philadelphia, PA",,,,
Oh fucks sake Max c ’ mon man If answer question anything anyone Purdue Pharma…,0,0,"Philadelphia, PA",,,,
Oh God Klobuchar suggest mandatory AA opiod crisis Serious question I 'm watching I 'm trying…,-0.291666667,0.541666667,"Philadelphia, PA",,,,
Oh I mention 's gon na hella long time I get 'new medicine opiods Evil Dev…,0.383333333,0.666666667,"Philadelphia, PA",,,,
Oh missed jewel Yang backed Beto The way fight opiod addiction open…,0,0,"Pennsylvania, USA",,,,
Oh please You want prevent “ accidental overdoses ” Jesus Christ Superstar …,0,0,,,,,
oh said opiod bill passed medical.. can…,0.2,0.3,"Texas, USA",,,,
oh shit next debates town halls scheduled end october/start nove…,0,0,DC/ATL,,,,
Oh yeah Great Sleaze applauds sleaze `` Fine people sides '' amirite,-0.3625,0.95,,,,,
Ohhhh think GP would listen whatever 're told lol honestly I could write song abo…,0.5,0.5,,,,,
ok I 'm going tune I 'm 'Opiod epidemic I 've lived CRACK EPIDE…,0.2,0.9,"NJ, USA",,,,
ok I 'm going tune I 'm 'Opiod epidemic I 've lived CRACK…,-0.3,0.6,"Georgia, USA",,,,
Ok listening democratic debate gives life `` make marijuana legal '' 's met `` pr…,0,0,"Vancouver, British Columbia",,,,
Ok maybe baseball cap certainly suppository wisdom least sum good…,0,0,"Atlanta, Ga",,,,
ok sold oxycontin supposedly addictive th…,0,0,,,,,
Okay Trump takes pay donates his…,0,0,"Washington, USA",,,,
omg kidding check dude Visibly inebriated HIGH END OPIODS confess killin…,0,0,Where old movies go to live,,,,
Omg So Sad,0.1,0.15,,,,,
OMGoodness Now Opiods need LEGAL Good-Gawd,0,0,Addison IL 60101,,,,
On Univision early morning bad ass friend The Chicago/Puerto RICO project Hernandez Mel talki…,0.375,0.875,#InTheResistance,,,,
One almighty bar gods bless I appreciate even thinking bout nigga record …,0,0,,,,,
One child ’ first words Opiods Not sunshine cheer joy play t…,0.107142857,0.375,,,,,
One major contributors mental health illnesses among Somali communities attributed drug abuse opi…,-0.2,0.35,,,,,
One major contributors mental health illnesses among Somali communities attributed drug abuse opiod over…,-0.05,0.391666667,Uptight Country S. of Canada,,,,
One Seth 's teachers asked question OH opiod epidemic,0,0,,,,,
Ooooh mad Do n't piss opiods,0,0.5,Canada,,,,
ooooooooo Rush 's 'big guns tell days 's opiods voice lower rasp…,-0.05,0.391666667,,,,,
oops thought adderall opiod,0,0,Northern CA,,,,
opiod abuse etc Give us things dream I think putting forth positives would a…,-0.125,0.4,"Austin, TX",,,,
Opiod abuse hit new England harder locati…,0,0,"New Jersey, USA",,,,
Opiod addiction canceled btw Took days straight didnt even feel anything anymore im already tir…,0,0,BBC News,,,,
opiod addiction problem humanity without moral values proble…,0,0,Capitol National Region,,,,
Opiod Addicts n't want Marijuana,0,0,"Elkhart Lake, Wisconsin",,,,
Opiod constipation fucking sucks lmao,0,0,"Ontario, Canada",,,,
Opiod Crisis,0.35,0.65,worldwide,,,,
Opiod crisis ... crisis Having bone bored metal rod tibia amp fibula amp prescr…,0,0,日本,,,,
Opiod crisis ... crisis Having bone bored metal rod tibia amp fibula amp prescribed fucki…,0.3,0.45,"Harlingen, TX",,,,
opiod crisis “ They ’ eating like Doritos ”,0,0,,,,,
opiod crisis address,0.122222222,0.633333333,DFW,,,,
opiod crisis crime Why talking murder,-0.4,0.6,"Las Vegas, NV",,,,
opiod crisis pictures ... ...,0,0,,,,,
Opiod debate Hmm Sackler ’ Purdue Pharma big Dem donors Awkward,0.5,0.5,"Chicago, IL",,,,
Opiod decriminalization along retroactive reduction sentences locked cocaine/crack Balanced,0,0,"Houston, TX",,,,
Opiod dependency common people chronic pain,-0.05,0.391666667,Colorado ,,,,
opiod drug addiction crisis Americans Not left right problem comm…,-0.263888889,0.536111111,,,,,
Opiod epidemic Call,-0.166666667,0.433333333,"California, USA",,,,
opiod epidemic doctors get rich meat epidemic ...,0.1,0.383333333,"Texas, USA",,,,
Opiod epidemic 🤦‍️ Easy bulldoze trailer park homes 🤷‍️,-0.5,1,,,,,
Opiod epidemic important I lost sister But hr mins still women ’ reproductive health question,0,0,"Phoenix, AZ",,,,
Opiod Klobuchar wants companies dealers held liable people dying getting addicted This p…,0,0,"Phoenix, Arizona",,,,
Opiod low China make substitute Fentanyl FDA investigates complai…,0,0,"Baltimore, 地球, Cape Breton           P(A|B)=P(B|A)P(A)/P(B)",,,,
Opiod Marsha You co-sponsored deadly Rx DEA bill Tom Marino He resigned in…,0,0,Global Citizen,,,,
Opiod Marsha You co-sponsored deadly Rx DEA bill Tom Marino He resigned shame short…,0.5,0.5,,,,,
Opiod Marsha You co-sponsored deadly Rx DEA bill Tom Marino He resigned shame shortly af…,0.207142857,0.385714286,A Galaxy Far Far Away...,,,,
Opiod naive patient turned addict exception Most scripts misuse/addict went pill m…,0.2,0.2,So. Cal.,,,,
Opiod questions They never ever ask Black women `` random '' questions,0,0,Chicago,,,,
Opiod white people drug I ’ care way yall didnt care crack rock black people d…,0,0,,,,,
Opiod white people drug I ’ care way yall didnt care crack rock black people drug.…,0,0,u of Oregon,,,,
Opiod-related death rates also rising Black folks ... Would n't safe injection sit…,0,0,"Albany, NY",,,,
Opiods,-0.3125,0.6875,,,,,
Opiods ... dont see ppl bruh,0.125,0.166666667,"Portland, OR",,,,
Opiods ARE legally prescribed,0,0,The Web,,,,
Opiods bad Dems want legalize marijuana I want say someone high legal marij…,0,0.1,East Hell.. Down the street from Soros. ,,,,
Opiods Cocaine 🤷,-0.5,0.5,D(M)V✈️,,,,
Opiods destroyed lot family They let loose gave like candy said wer…,0,0,•ptsd/\tbiSURVIVOR•NoWeirdDMs•,,,,
opiods epidemic,0,0,Australia,,,,
Opiods extreme pain amp not…,0,0,The armpit of Florida,,,,
Opiods Federal problem The solution let local communities develop solutions The…,-0.125,0.4,"Austin, TX",,,,
Opiods first please,0.3,0.45,,,,,
Opiods help taken prescribed Abuse personal choice act low power No different e…,0,0,"Massachusetts, USA",,,,
Opiods kill guns-,0,0,Earth🌍,,,,
Opiods kill say anything ... hmmm ...,0.3,0.45,new york,,,,
Opiods killing folks millions Thats pharmaceutical companies filing bankruptcy cuz…,0,0,United States,,,,
Opiods killing people amp want legalize ... Francis rode short bus school,0,0,,,,,
Opiods killing people per month right AIDS peak Lots little k…,0.8,0.75,"San Diego, CA",,,,
Opiods Klobachar-Pharma pay rehab-Steyer-health crisis amp broken gov't-some good points-Yang-resources community…,0,0,"Portland, OR",,,,
Opiods Lead Drive Chautauqua County Health Department Costs,0,0,"Merrillville, IN",,,,
OPIODS LEAVE U W THE WORST DRY MOUTH,0.2,0.3,Southern California,,,,
opiods make confused shit imagine rn trying watch movie first time im lost,-0.033333333,0.55,,,,,
Opiods make puke I stick cannibas,0.225,0.6,"Tacoma, WA",,,,
opiods many aware 's narcan-resistant strain fetanyl,-0.072222222,0.433333333,MARIN COUNTY CALIFORNIA EAT YOUR HEART OUT LIBS,,,,
Opiods meth destroyed countless lives town,-0.4,0.6,,,,,
Opiods NEVER legal rec use This reason vote someone The more…,-0.504166667,0.7625,,,,,
Opiods new crack ... cept one going jail,0.3,0.45,,,,,
Opiods n't illegal,0,0,,,,,
Opiods one common addictions especially New Jersey It 's reassuring know Sesame St…,0,0,,,,,
opiods people stat,0,0,LA LA Los Angeles,,,,
Opiods relatively safe medicine Do n't buy fake propaganda Cochrane Report studied yrs .03 addi…,0.55,0.95,personal/fan acct ,,,,
Opiods relatively safe medicine Do n't buy fake propaganda Cochrane Report studied yrs .…,0.5,0.5,,,,,
Opiods still appropriate low risk patients intractable pain alongside non-…,0.35,0.65,,,,,
Opiods Why everyone call pharma doctors doling prescriptions time,0.3,0.45,New York City,,,,
Opiods Yang What countries done Shannon B. interview Decriminalization vs. Regulate…,0,0.033333333,,,,,
Opiods= Legal yet highly addictive Cannabis Illegal nonaddictive Either government full bunch dr…,0,0,"New York, NY",,,,
Opiods= Legal yet highly addictive Cannabis Illegal nonaddictive Either government full bunch drug add…,0,0,California Dreamin',,,,
Opioid abuse real killer sports yet marijuana treated way opiods 🤦‍️,0.05,0.725,"here, now",,,,
Opioid Crisis A Guide To The Massive And Massively Comple Opiod Litigation,0,0,,,,,
Opioid looks narcan false fakenews sense security Cops carry narcan save comatose victims Say…,0,0,USA,,,,
Opioids come pill form responsible many deaths reported that…,-1,1,,,,,
opioids created equal unlike lipids lipids evil fractionalize similar war…,0.1,0.55,,,,,
opioids created equal unlike lipids lipids evil fractionalize similar…,-0.15,0.15,Pain Haiku,,,,
Or maybe habitually bias undertreated patients legitimate pain fully deserving l…,-0.104166667,0.340277778,"culina infernum, nyc ",,,,
Or maybe habitually bias undertreated patients legitimate pain fully deserving low survey…,0,0,Chicago,,,,
Or think born enough good luck L…,-0.6,0.9,Maryland,,,,
Our Father heaven Hallowed Your name Your kingdom come Your done On earth heaven Give us day…,0,0,,,,,
Our third speaker Matt Johnson tells us importance holding politicians accountable opiod cri…,-0.025,0.325,,,,,
Our third speaker Matt Johnson tells us importance holding politicians accountable opiod crisis an…,0,0,,,,,
Our voices n't loud ones cry killing babies jus…,0.5,0.625,,,,,
Out left field correct decriminalizing opiods,0.225,0.7,Home Base,,,,
Over Americans died last year opiods Is saying deaths all…,0,0,,,,,
Over Americans prescribed opiod point life surgery injury childbirth end life…,0,0,,,,,
Overlook doctors constantly pumping people full opiods get kickbacks big Pharma th…,0,0,"Victoria, British Columbia",,,,
Panel discusses stigma chronic pain patterns use dont opioid use disorder …,0,0,,,,,
People abused opiods make hard people really pain,0.5,0.5,,,,,
People children watch PBS would never allow anyone learn empat…,0.5,0.5,"In your closet, in your head. ",,,,
people die every day United States overdosing opioids Could technology help addr…,0,0,Jail (for thoughts),,,,
people die Oregon vaping want vaping banned But n't done anything about…,0.25,0.5,Somewhere,,,,
People dying drug companies literally push doctors p…,0.2,0.3,United States,,,,
People suffering stupid anti opiod crisis Allow Cpps access opiod…,-0.4,0.6,Pain Haiku,,,,
Percocet acetaminophen Tylenol It 's total opiod The closer pill heroin Oxycodone The thi…,0.8,1,"Maryland, USA",,,,
Percocet acetaminophen Tylenol It 's total opiod The closer pill heroin Oxycodone The thing fr…,0,0,"South Carolina, USA",,,,
Pharma makes billions opiods ... The got rid half million people past three years ...,0.25,0.444444444,"New York, USA",,,,
pissing need call it.. Amy kombelly harris n't know shit opiod crisis mass…,0,0,,,,,
Playing devil 's advocate like said opiod companies n't financially hurt it…,0.05,0.2,,,,,
Please make education high list opiod epedemic real I n't tell yo…,0,0,"California, USA",,,,
Please n't leave us chronic pain depends opiods live function c…,0.033333333,0.383333333,WorldWide,,,,
Please n't leave us chronic pain depends opiods live function conversati…,0,0.3,"Oslo, Norway",,,,
Please Retweet Comment amp Share It drug dealers sell fentanyl amp heroin kill people isnt opiod pain meds…,-0.25,0.4,A place that feels like home.,,,,
Please Retweet Comment amp Share It drug dealers sell fentanyl amp heroin kill people isnt opiod…,0.75,0.65,The Get Back🆙 is what matters,,,,
PlEASE RT FOR PRISON REFORM AND TO HELP OPIOD CRISIS https …,0,0,Canada,,,,
Please shut fuck,0,0.894444444,"Boise, ID",,,,
Please stop h…,-0.185185185,0.361111111,East Hell.. Down the street from Soros. ,,,,
Please stop hurting ch…,0,0.4,"Texas, USA",,,,
Plenty opiods go around ... Tho suspect youre already taking,0.5,0.5,,,,,
Politician `` The gun makers opiod Pharmas ruthless murderers '' Gun makers Pharmas `` We want to…,-0.077777778,0.718518519,Pain Haiku,,,,
Poor Rona RNC 's pit bull That 's complain Desperate Bitch abt him…,0.5,0.5,Pain Haiku,,,,
Preach opiods oil Endlessly consumable profitable,0,0,Anishinabewaki Territory,,,,
Premature death ridiculous term coined folks brought opiod crisis Just take go…,-0.4,0.6,Kitchener South / Hespeler,,,,
Prescription opioids safe patients despite hysterical PROPaganda anti-opiod zealots …,-0.0625,0.583333333,"California, USA",,,,
President Trump Below Example happened Americans since CDC REDUCED Dose Pain Med O…,-0.2,0.2,"Lincolnshire, England",,,,
President Trump Below Example happened Americans since CDC REDUCED Dose Pain Med Opiod NOW…,0.5,0.5,"San Diego, CA",,,,
Pretty much Bernie Sanders takes others say screams See Kamala 's opiod response Then screaming thing ...,-0.7,0.2,"San Diego, CA",,,,
Pro sports opiods “ Angels employee provided drugs Tyler Skaggs used pitcher ”,-0.8,1,,,,,
promise ion give fuck bout opiod “ epidemic ” ... like sympathy yt folks,0,0,My journey,,,,
PROP Board member Dr Lemke outright lies voters severe pain All part anti-opiod PROPaganda campaign …,0,0,,,,,
Public health trying cure people temporary fixes ie opiods masking agents One…,0,0,"Toronto, Canada",,,,
Purdue Pharmaceutical amp Opiod Lawsuits College Essay Topic Help …,0,0,,,,,
Purdue 's Sackler family retain profits whatsoever causing deaths tens thousands opiod abusers.…,-0.333333333,1,Washington DC,,,,
Push permaculture like opioids And instead opiods See wild lettuce,0.2,0.2,,,,,
pushing fake impeachment BEHIND CLOSED DOORS Trying impeach b4 elections Suc…,0,0,"Baden, Ontario",,,,
pushing Sackler family big Dem donors,0,0,,,,,
Pushing topic Opiod epidemic impact trauma substance addiction able shortly…,0,0,,,,,
PZ come hang hours let show u legally letting small amounts Herion Opi…,0.1,0.9,Blantyre-Malawi-Africa,,,,
Quelle Chris Slauson Malone Billy Woods MIKE The Opiod Era Clear Soul Forces Ces…,0,0,"Edmonton, Alberta, Canada",,,,
Query Why ’ candidates call bad actors Examples opiods Sacklers Johnso…,0,0,Canada,,,,
Question Republicans House amp Senate Opiod crisis I ’ grateful…,0,0,Kanchanaburi Thailand,,,,
Quick ... someone pull number `` Christians '' addicted died opiods,-0.3,0.5,"Santa Fe, NM",,,,
Quick rant thus whole Opiod/Sesame street thing HOT I ’ sorry really entire thing is…,-0.175,0.825,"Los Angeles, CA",,,,
're falling spreading please STOP actually cared would address opiod crisis,0,0,South Florida,,,,
reality actually streets opiod addicted technology addicted barbeque daddy spycopaths tells vil…,0.366666667,1,Pain Haiku,,,,
really glad debate ohio stuff like opiod questions 's really important,0,0,Alberta,,,,
Reasons Why ATTACK OF THE CLONES Illustrates Opiods,0,0,"Toronto, ON",,,,
Recently spike HIV diagnoses West Virginia Many public health officials fear due o…,0,0,,,,,
Reformed medicare low income seniors pay less drugs savi…,0,0,"Norwich, England",,,,
Regardless bode well folks bought stores invested new products…,0,0,Treaty 7 Territory,,,,
Religion opiod masses ANYTHING Extreme dangerous Ask followers Jim Jones ... oh you…,-0.658333333,0.766666667,Tch! Fleshies!,,,,
Republicans ‘ Stop Wasting Time ’ tings call Impeachment ‘ Tackle Opiod Crisis ’,0,0,,,,,
RESPECT asked policy decriminalizing drug use address opiod crisis cause…,0,0.25,state of disbelief,,,,
Robert Francis said prescribe weed opiods someone background maybe Yang yelled `` YE…,0,0,,,,,
Robert Francis said prescribe weed opiods someone background maybe Yang yelled ou…,0,0,"Massachusetts, USA",,,,
Rounding MY top RJ Payne Vic Spencer Asun Eastwood Conway Machine Opiod Era,0,0,Middle Tennessee,,,,
Rural Opiod Epidemic Klobushar It 's terrible Pharma exec email good business Go Big Phar…,0,0,~,,,,
's We 're abusing opiods Do think generation even knows stimulant,0,0,Standing right behind you,,,,
sad -- US hospitals looking `` baby cuddlers '' comfort infants struggling opioid withdrawal,0.05,0.366666667,NYC Area,,,,
Safer alcohol maybe use place opiods,0.05,0.366666667,Portland Maine,,,,
said think ’ joke high get stealing pack gum killing man t…,-0.35,0.75,,,,,
Same day hip arthroscopy via degrees All INSIDE technique Left femoroplasty labra…,0.1,0.2,,,,,
Same thing Happens I use opiods annoying asf,0,0,,,,,
SAMHSA stats non-medical prescription opiod users DIVERTED PILLS NEVER Prescribed For Them Those…,0.1,0.2,,,,,
Sanders Opiod Epidemic They knew made Billion profits This unfettered capitalism And it…,0.2,0.2,California,,,,
Sanders Opiod Epidemic They knew made Billion profits This unfettered capitalism And 's not…,0,0,"San Diego, CA",,,,
Say saw Sesame Street gon na introduce Muppet opiod-addicted mom Man Mup…,0,0,"Wales, United Kingdom",,,,
Science Magazine Sept No Opiod Epidemic yr old escalating'Drug Epidemic Prescripti…,0.1,0.2,Watergardens,,,,
Science Magazine Sept University Pittsburgh study Opiod Epidemic y…,0.1,0.2,,,,,
Scientifically I call bullshit If case use anesthesia surgery I ’ …,-0.104166667,0.445833333,"San Diego, CA",,,,
Scientists developed breath test opioid drugs report initial results look promising.…,0.1,0.2,Straya,,,,
See thats fuckery smh But mean point things Opiods I kinda get,0.1,0.2,Midwest/West Coast,,,,
Sen Kamala Harris amp Julian Castro actually proposed sending drug company execs `` jail '' `` dealing '' opioids Uh …,0.1,0.2,,,,,
Sen. Kamala Harris says president would hold industries accountable opiod epidemic I agree that…,0,0,,,,,
SENATOR HARRIS WILL TOP COP THE OPIOD CRISIS,0,0.2,,,,,
Send pharmaceutical CEOs jail causing Opiod Addiction Wow ... anyone want CEO If the…,0,0,"Indianapolis, IN",,,,
Seriously probibition made worse ... Sure people used…,0,0,"Salem, OR",,,,
Seriously So better addicted opiod tramadol great sense waste tax payers…,0,0,,,,,
Sesame Street added new character `` Karli `` help children better understand opiod crisis Im crying Carl…,0.318181818,0.477272727,"Boston, MA",,,,
Sesame Street added new character `` Karli `` help children better understand opiod crisis Im crying Carly will…,0,0,"Indianapolis, IN",,,,
Sesame street character 's mom addicted opiods wow doin like pbs,0,0,Over the Rainbow,,,,
sesame street helping children dealing reality opiod addiction making bawl,0.318181818,0.477272727,"Boston, MA",,,,
Shameless ’ family affair crisis cities like,0.1,0.2,"California, Syria, Lebanon",,,,
Shameless fear mongering tragedy happened yrs ago n't happened…,0.285714286,0.535714286,Nairobi,,,,
She also helped kill hundreds Tennesseans Opiods bribes big pharma,0.25,0.3,,,,,
She gave battles God lives peace,0.1,0.2,"Toledo, OH  USA",,,,
She literally seems want mimic euphoria associated opiods an…,-0.1,0.2,Hamburger Hill ,,,,
She looks either drunk likely Opiods Why soooo stressed days Hmmmm ...,0.1,0.2,Bedford,,,,
She n't IF got outta performance tonite 'the Twitter thing dumb…,0.1,0.2,,,,,
She 's also wacked Opiods ...,0.118181818,0.727272727,"South East London, UK",,,,
shootings opiods Check facts residents communities pushed…,0.118181818,0.727272727,Northern England,,,,
Since one two major imports Mexico illegals drugs money IS used f…,0.166666667,0.566666667,"Florida, USA",,,,
Since opiod crisis manufactured emergency focused solving non-existant probl…,0,0,Québec,,,,
Singh opiod crisis drug decriminalization Day 9/25 Fed Election Campaign video clip .…,0.166666667,0.566666667,anywhere,,,,
Sir planning opiod awareness march spring amp hoping coordinate PSL Ma…,0.166666667,0.566666667,"LAC, NJ",,,,
So come n't hear guys opiod overdoses DUI deaths medical malp…,0.525,0.266666667,UNIVERSE,,,,
So didnt read part DEA told Skaggs wasnt player organiz…,0,0,Canada,,,,
So every time I call prescriptions pharmacist rude I know there…,-0.2,0.3,,,,,
So FDA problem doctors continuing prescribe opiods despite epidemic county com…,0,0,Shadowland,,,,
So give psychedelics stop opiod use pain yea seems legit,0,0,,,,,
So important end stigma around Good work …,0.136363636,0.454545455,"Brooklyn, NY",,,,
So instead Alyssa saying `` African American unemployment all…,0.05,0.15,London,,,,
So instead Alyssa saying `` African American unemployment…,0,0,,,,,
So many lies Shame Garnett Genuis-Not Who earth would believe Trudeau legalize drugs be…,0,0,,,,,
So microdosing LSD I never tried either mushroom LSD heard true peo…,0.608333333,0.625,Earth,,,,
So opiod litigation suits paid pharmaceutical bankruptcy cour…,0.45,0.575,"Providence, RI",,,,
So opiod litigation suits paid pharmaceutical bankruptcy court Is this…,-0.5,1,California,,,,
So pharmaceutical companies pay damage done opiod victims aka white reparations govern…,0,0,"New York, USA",,,,
So pharmaceutical companies pay damage done opiod victims aka white reparations government can'…,0.8,0.7,"Denver, CO",,,,
So public health crisis gon na legalize seems mixed message Want fine dr…,-0.35,0.75,,,,,
So Purdue Pharma Johnson amp Johnson overselling opiods nothing Court cases n't agree A…,0,0,"Surrey, British Columbia",,,,
So Sesame Street calling addressing `` opiod crisis '' mainly effects whites new muppet…,-0.35,0.75,,,,,
So Sesame Street episodes due Opiod epidemic.. Sesame Street crack ep…,0,0,Canada,,,,
So town halls climate change LGBTQ But nothing opiod abuse e…,0.318181818,0.477272727,"New York, NY",,,,
So town halls climate change LGBTQ But nothing opiod abuse econom…,0.318181818,0.477272727,"Denver, Colorado",,,,
So Tulsi fire moments today amazing bad CNN cut continue doin…,0.7,0.6,,,,,
Some folks want us care Amber Guyger 's pain pain Tamir Rice 's family The opiod crisis white A…,0.318181818,0.477272727,"Rockville, MD",,,,
Some stories seem little ... ... ... ... ... ... ... ... fugazy,0.318181818,0.477272727,New River Valley - Virginia,,,,
"Someone giving opiods muppet Sometimes ,it like",0.05,0.366666667,NYC Area,,,,
Someone needs say opiods really issue 's impacting white kids suburbs When crack was…,0.05,0.366666667,Portland Maine,,,,
Someone needs say opiods really issue 's impacting white kids suburbs When…,0,0,YQR,,,,
sometimes ai foege5 tho sjd I get terrible headache hand `` paracetamol '' I bleed and…,0,0,,,,,
Soooo yeah ... let 's talk guns Opiods clearly issue,0,0,,,,,
Sooooo skipped guns segment They skipped opiod/drugs segment THEN wanted pivot…,-0.125,0.4,"Austin, TX",,,,
Sorry buzz kill But opiods actually pain reliever first foremost Not everyone abuse…,-0.35,0.75,,,,,
Sorry I missed last night I going hard time stones to…,0.1,0.2,,,,,
Sorry interject sister addicted opiods I unfortunately ha…,0,0,Broward Fl,,,,
Sorry klobachar opiod industry trying settle right addiction epidemic It may p…,0,0,Busyland,,,,
Sorry loss …,-0.2,0.4,DJ Booth,,,,
Sorry loss re…,-0.5,1,West suburban Chicago,,,,
Sort It may helped prevent addiction giving people pain pot pa…,0,0.5,,,,,
Stacie I lost mom opiods alcohol people really talked She a…,0.1,0.2,,,,,
State Lottery Taps Opioid Maker Develop Super-Addictive Lottery Ticket Humor Times Humor Times…,0,0,"Merced, CA",,,,
State Lottery Taps Opioid Maker Develop Super-Addictive Lottery Ticket Jason Stapelmann Humor Times…,0.125,0.458333333,,,,,
State Taps Opioid Maker Develop Super-Addictive Lottery Ticket via,0,0,KY,,,,
Staten Island mom pleads guilty -month-old daughter fatally painkillers,0,0.1,Gullyside Foreign Province,,,,
Steve war hurting…,0.2,0.8,,,,,
STOP GETTING AND ALLOWING ATHLETES TO BE ADDICTED TO OPIODS,-0.5,1,Chicago,,,,
Stop Opiods successfully prescribed properly used legitimate pain patients for…,-0.05,0.4,Kawasaki,,,,
Stop 's war US Stop killing tens-of-thousands Americans per year.…,-0.35,0.75,,,,,
Stop using words like instead use scapegoating…,-0.35,0.75,,,,,
Stopping opiods How many stage stake stock portfolios Can see,0,0,,,,,
Study Shows Range Psychological Physical Problems Opioid-addicted MS Patients,0.1,0.2," with Mayor Pete, from Indiana",,,,
subox advanced opiod tolerant gets complicated equival…,-0.5,1,California,,,,
success JOKER would consider gritty follow Ninjas High Noon Mega Mo…,0,0,"Wolfville, Nova Scotia",,,,
Such willful ignorance The highest rate opiod related overdoses red states suppo…,0,0,,,,,
Such willful ignorance The highest rate opiod related overdoses red states w…,0.145454545,0.518181818,"Phoenixville, PA",,,,
suicidal necrocapitaslist mindsick culture destroyer heavy opiod addicted tried grown men…,0.05,0.366666667,NYC Area,,,,
Sunday ’ made Opiods,0.05,0.366666667,Portland Maine,,,,
Sure ... homeless rise gas prices rise weak environment protection opiods deaths kooky justice trump scam america,0.1,0.2,,,,,
Sure buddy nothing doctors prescribing opiods back o…,0,0,,,,,
Sure But get patient bed amp back work w/ opioid 's observ…,0.1,0.2,,,,,
Syria opiod crisis second wave consequences Blackboard squarely first tog…,0.45,0.45,United States,,,,
tackling biggest crisis world like aside f…,0.1,0.2,,,,,
tackling biggest crisis world like wh…,0.1,0.2,,,,,
talk also harm reduction talk Opiod crisis,0.25,1,Deactur,,,,
Talk opiod/fentanyl crisis,0.1,0.2,"Washington, DC",,,,
talking opiod crisis SESAMESTREET I n't hear government talking It s…,0,0,"California, USA",,,,
Talks facts Sackler Family Opiod business,0.1,0.3,,,,,
"Tell stop shipping fentanyl US mail soliciting people online ,they killing…",0,0, 🇦🇺🇧🇷🇨🇴🇩🇪🇪🇨🇬🇧🇲🇽,,,,
Thank ... need work stop epidemic opiods,0,0.1,,,,,
Thank Beto pointing doctors able amp open minded prescribing weed instead opiate…,-0.85,0.833333333,,,,,
Thank Beto pointing doctors able amp open minded prescribing weed instead opiates opi…,-0.116666667,0.611111111,21 ooc. no minors.,,,,
Thank GOD Dr /attorney Dan Laird When history opiod lie written posthumously Dr Dan Laird others who…,0.45,0.45,IMBY,,,,
Thank goodness talking opiod crisis ... cough cough person bring ... o…,-0.35,0.75,"Atlanta, GA",,,,
